Timeline,filters,Count
"2017-03-27 22:00",Others,0
"2017-03-27 23:00",CMSProd,"1,315"
"2017-03-27 23:00",CMSPool,"7,065"
"2017-03-27 23:00",PhEDEx,368
"2017-03-27 23:00",LCGAdmin,336
"2017-03-27 23:00",LIGO,8
"2017-03-27 23:00",Others,0
"2017-03-28 00:00",CMSProd,"1,974"
"2017-03-28 00:00",CMSPool,"5,677"
"2017-03-28 00:00",PhEDEx,235
"2017-03-28 00:00",LCGAdmin,327
"2017-03-28 00:00",LIGO,8
"2017-03-28 00:00",Others,0
"2017-03-28 01:00",CMSProd,"1,291"
"2017-03-28 01:00",CMSPool,"4,876"
"2017-03-28 01:00",PhEDEx,327
"2017-03-28 01:00",LCGAdmin,336
"2017-03-28 01:00",LIGO,8
"2017-03-28 01:00",Others,0
"2017-03-28 02:00",CMSProd,682
"2017-03-28 02:00",CMSPool,"3,720"
"2017-03-28 02:00",PhEDEx,259
"2017-03-28 02:00",LCGAdmin,345
"2017-03-28 02:00",LIGO,8
"2017-03-28 02:00",Others,0
"2017-03-28 03:00",CMSProd,604
"2017-03-28 03:00",CMSPool,"4,858"
"2017-03-28 03:00",PhEDEx,196
"2017-03-28 03:00",LCGAdmin,353
"2017-03-28 03:00",LIGO,8
"2017-03-28 03:00",Others,0
"2017-03-28 04:00",CMSProd,393
"2017-03-28 04:00",CMSPool,"9,936"
"2017-03-28 04:00",PhEDEx,120
"2017-03-28 04:00",LCGAdmin,347
"2017-03-28 04:00",LIGO,4
"2017-03-28 04:00",Others,0
"2017-03-28 05:00",CMSProd,714
"2017-03-28 05:00",CMSPool,"5,763"
"2017-03-28 05:00",PhEDEx,82
"2017-03-28 05:00",LCGAdmin,349
"2017-03-28 05:00",LIGO,8
"2017-03-28 05:00",Others,0
"2017-03-28 06:00",CMSProd,999
"2017-03-28 06:00",CMSPool,"6,805"
"2017-03-28 06:00",PhEDEx,243
"2017-03-28 06:00",LCGAdmin,322
"2017-03-28 06:00",LIGO,4
"2017-03-28 06:00",Others,0
"2017-03-28 07:00",CMSProd,747
"2017-03-28 07:00",CMSPool,"9,259"
"2017-03-28 07:00",PhEDEx,849
"2017-03-28 07:00",LCGAdmin,332
"2017-03-28 07:00",LIGO,8
"2017-03-28 07:00",Others,0
"2017-03-28 08:00",CMSProd,462
"2017-03-28 08:00",CMSPool,"10,227"
"2017-03-28 08:00",PhEDEx,503
"2017-03-28 08:00",LCGAdmin,324
"2017-03-28 08:00",LIGO,8
"2017-03-28 08:00",Others,0
"2017-03-28 09:00",CMSProd,416
"2017-03-28 09:00",CMSPool,"8,656"
"2017-03-28 09:00",PhEDEx,643
"2017-03-28 09:00",LCGAdmin,352
"2017-03-28 09:00",LIGO,8
"2017-03-28 09:00",Others,0
"2017-03-28 10:00",CMSProd,226
"2017-03-28 10:00",CMSPool,"11,032"
"2017-03-28 10:00",PhEDEx,221
"2017-03-28 10:00",LCGAdmin,348
"2017-03-28 10:00",LIGO,4
"2017-03-28 10:00",Others,0
"2017-03-28 11:00",CMSProd,505
"2017-03-28 11:00",CMSPool,"13,762"
"2017-03-28 11:00",PhEDEx,925
"2017-03-28 11:00",LCGAdmin,326
"2017-03-28 11:00",LIGO,12
"2017-03-28 11:00",Others,0
"2017-03-28 12:00",CMSProd,265
"2017-03-28 12:00",CMSPool,"12,595"
"2017-03-28 12:00",PhEDEx,"1,348"
"2017-03-28 12:00",LCGAdmin,351
"2017-03-28 12:00",LIGO,0
"2017-03-28 12:00",Others,0
"2017-03-28 13:00",CMSProd,"1,142"
"2017-03-28 13:00",CMSPool,"6,215"
"2017-03-28 13:00",PhEDEx,"1,445"
"2017-03-28 13:00",LCGAdmin,352
"2017-03-28 13:00",LIGO,12
"2017-03-28 13:00",Others,0
"2017-03-28 14:00",CMSProd,"1,535"
"2017-03-28 14:00",CMSPool,"11,359"
"2017-03-28 14:00",PhEDEx,"1,460"
"2017-03-28 14:00",LCGAdmin,325
"2017-03-28 14:00",LIGO,4
"2017-03-28 14:00",Others,55
"2017-03-28 15:00",CMSProd,719
"2017-03-28 15:00",CMSPool,"7,281"
"2017-03-28 15:00",PhEDEx,"2,028"
"2017-03-28 15:00",LCGAdmin,346
"2017-03-28 15:00",LIGO,20
"2017-03-28 15:00",Others,"5,340"
"2017-03-28 16:00",CMSProd,660
"2017-03-28 16:00",CMSPool,"3,399"
"2017-03-28 16:00",PhEDEx,"1,102"
"2017-03-28 16:00",LCGAdmin,254
"2017-03-28 16:00",LIGO,8
"2017-03-28 16:00",Others,"7,597"
"2017-03-28 17:00",CMSProd,779
"2017-03-28 17:00",CMSPool,"2,307"
"2017-03-28 17:00",PhEDEx,435
"2017-03-28 17:00",LCGAdmin,163
"2017-03-28 17:00",LIGO,12
"2017-03-28 17:00",Others,"2,072"
"2017-03-28 18:00",CMSProd,"1,747"
"2017-03-28 18:00",CMSPool,"1,343"
"2017-03-28 18:00",PhEDEx,"1,393"
"2017-03-28 18:00",LCGAdmin,325
"2017-03-28 18:00",LIGO,4
"2017-03-28 18:00",Others,"4,243"
"2017-03-28 19:00",CMSProd,"1,971"
"2017-03-28 19:00",CMSPool,"2,070"
"2017-03-28 19:00",PhEDEx,"3,466"
"2017-03-28 19:00",LCGAdmin,305
"2017-03-28 19:00",LIGO,8
"2017-03-28 19:00",Others,"5,150"
"2017-03-28 20:00",CMSProd,"2,247"
"2017-03-28 20:00",CMSPool,"1,817"
"2017-03-28 20:00",PhEDEx,"6,019"
"2017-03-28 20:00",LCGAdmin,271
"2017-03-28 20:00",LIGO,4
"2017-03-28 20:00",Others,"1,149"
"2017-03-28 21:00",CMSProd,"1,732"
"2017-03-28 21:00",CMSPool,"1,280"
"2017-03-28 21:00",PhEDEx,"6,521"
"2017-03-28 21:00",LCGAdmin,287
"2017-03-28 21:00",LIGO,8
"2017-03-28 21:00",Others,264
"2017-03-28 22:00",CMSProd,"1,961"
"2017-03-28 22:00",CMSPool,875
"2017-03-28 22:00",PhEDEx,"5,876"
"2017-03-28 22:00",LCGAdmin,316
"2017-03-28 22:00",LIGO,4
"2017-03-28 22:00",Others,42
"2017-03-28 23:00",CMSProd,"1,938"
"2017-03-28 23:00",CMSPool,573
"2017-03-28 23:00",PhEDEx,"5,813"
"2017-03-28 23:00",LCGAdmin,300
"2017-03-28 23:00",LIGO,4
"2017-03-28 23:00",Others,662
"2017-03-29 00:00",CMSProd,"2,060"
"2017-03-29 00:00",CMSPool,"1,478"
"2017-03-29 00:00",PhEDEx,"1,580"
"2017-03-29 00:00",LCGAdmin,311
"2017-03-29 00:00",LIGO,8
"2017-03-29 00:00",Others,941
"2017-03-29 01:00",CMSProd,"2,012"
"2017-03-29 01:00",CMSPool,"1,252"
"2017-03-29 01:00",PhEDEx,"1,555"
"2017-03-29 01:00",LCGAdmin,350
"2017-03-29 01:00",LIGO,8
"2017-03-29 01:00",Others,218
"2017-03-29 02:00",CMSProd,"2,192"
"2017-03-29 02:00",CMSPool,"1,769"
"2017-03-29 02:00",PhEDEx,"1,049"
"2017-03-29 02:00",LCGAdmin,369
"2017-03-29 02:00",LIGO,8
"2017-03-29 02:00",Others,313
"2017-03-29 03:00",CMSProd,"2,010"
"2017-03-29 03:00",CMSPool,"1,780"
"2017-03-29 03:00",PhEDEx,"1,095"
"2017-03-29 03:00",LCGAdmin,352
"2017-03-29 03:00",LIGO,4
"2017-03-29 03:00",Others,276
"2017-03-29 04:00",CMSProd,"1,572"
"2017-03-29 04:00",CMSPool,"8,041"
"2017-03-29 04:00",PhEDEx,760
"2017-03-29 04:00",LCGAdmin,350
"2017-03-29 04:00",LIGO,12
"2017-03-29 04:00",Others,255
"2017-03-29 05:00",CMSProd,958
"2017-03-29 05:00",CMSPool,"7,380"
"2017-03-29 05:00",PhEDEx,"1,039"
"2017-03-29 05:00",LCGAdmin,335
"2017-03-29 05:00",LIGO,4
"2017-03-29 05:00",Others,308
"2017-03-29 06:00",CMSProd,777
"2017-03-29 06:00",CMSPool,"3,825"
"2017-03-29 06:00",PhEDEx,690
"2017-03-29 06:00",LCGAdmin,333
"2017-03-29 06:00",LIGO,4
"2017-03-29 06:00",Others,29
"2017-03-29 07:00",CMSProd,726
"2017-03-29 07:00",CMSPool,"5,024"
"2017-03-29 07:00",PhEDEx,572
"2017-03-29 07:00",LCGAdmin,350
"2017-03-29 07:00",LIGO,8
"2017-03-29 07:00",Others,0
"2017-03-29 08:00",CMSProd,334
"2017-03-29 08:00",CMSPool,"1,651"
"2017-03-29 08:00",PhEDEx,653
"2017-03-29 08:00",LCGAdmin,337
"2017-03-29 08:00",LIGO,8
"2017-03-29 08:00",Others,0
"2017-03-29 09:00",CMSProd,306
"2017-03-29 09:00",CMSPool,"3,939"
"2017-03-29 09:00",PhEDEx,506
"2017-03-29 09:00",LCGAdmin,341
"2017-03-29 09:00",LIGO,8
"2017-03-29 09:00",Others,1
"2017-03-29 10:00",CMSProd,184
"2017-03-29 10:00",CMSPool,"5,269"
"2017-03-29 10:00",PhEDEx,503
"2017-03-29 10:00",LCGAdmin,337
"2017-03-29 10:00",LIGO,8
"2017-03-29 10:00",Others,48
"2017-03-29 11:00",CMSProd,272
"2017-03-29 11:00",CMSPool,"2,573"
"2017-03-29 11:00",PhEDEx,525
"2017-03-29 11:00",LCGAdmin,320
"2017-03-29 11:00",LIGO,8
"2017-03-29 11:00",Others,0
"2017-03-29 12:00",CMSProd,201
"2017-03-29 12:00",CMSPool,"3,571"
"2017-03-29 12:00",PhEDEx,468
"2017-03-29 12:00",LCGAdmin,323
"2017-03-29 12:00",LIGO,0
"2017-03-29 12:00",Others,364
"2017-03-29 13:00",CMSProd,366
"2017-03-29 13:00",CMSPool,"7,825"
"2017-03-29 13:00",PhEDEx,593
"2017-03-29 13:00",LCGAdmin,332
"2017-03-29 13:00",LIGO,8
"2017-03-29 13:00",Others,"1,071"
"2017-03-29 14:00",CMSProd,474
"2017-03-29 14:00",CMSPool,"4,847"
"2017-03-29 14:00",PhEDEx,268
"2017-03-29 14:00",LCGAdmin,313
"2017-03-29 14:00",LIGO,0
"2017-03-29 14:00",Others,784
"2017-03-29 15:00",CMSProd,326
"2017-03-29 15:00",CMSPool,"3,183"
"2017-03-29 15:00",PhEDEx,241
"2017-03-29 15:00",LCGAdmin,323
"2017-03-29 15:00",LIGO,0
"2017-03-29 15:00",Others,965
"2017-03-29 16:00",CMSProd,358
"2017-03-29 16:00",CMSPool,"2,823"
"2017-03-29 16:00",PhEDEx,356
"2017-03-29 16:00",LCGAdmin,335
"2017-03-29 16:00",LIGO,0
"2017-03-29 16:00",Others,50
"2017-03-29 17:00",CMSProd,519
"2017-03-29 17:00",CMSPool,"3,383"
"2017-03-29 17:00",PhEDEx,342
"2017-03-29 17:00",LCGAdmin,327
"2017-03-29 17:00",LIGO,0
"2017-03-29 17:00",Others,0
"2017-03-29 18:00",CMSProd,490
"2017-03-29 18:00",CMSPool,"7,188"
"2017-03-29 18:00",PhEDEx,385
"2017-03-29 18:00",LCGAdmin,370
"2017-03-29 18:00",LIGO,0
"2017-03-29 18:00",Others,6
"2017-03-29 19:00",CMSProd,583
"2017-03-29 19:00",CMSPool,"2,296"
"2017-03-29 19:00",PhEDEx,325
"2017-03-29 19:00",LCGAdmin,321
"2017-03-29 19:00",LIGO,205
"2017-03-29 19:00",Others,8
"2017-03-29 20:00",CMSProd,"1,777"
"2017-03-29 20:00",CMSPool,"3,055"
"2017-03-29 20:00",PhEDEx,911
"2017-03-29 20:00",LCGAdmin,309
"2017-03-29 20:00",LIGO,396
"2017-03-29 20:00",Others,7
"2017-03-29 21:00",CMSProd,"2,001"
"2017-03-29 21:00",CMSPool,"3,264"
"2017-03-29 21:00",PhEDEx,"1,384"
"2017-03-29 21:00",LCGAdmin,377
"2017-03-29 21:00",LIGO,176
"2017-03-29 21:00",Others,7
"2017-03-29 22:00",CMSProd,"2,490"
"2017-03-29 22:00",CMSPool,"4,467"
"2017-03-29 22:00",PhEDEx,"1,331"
"2017-03-29 22:00",LCGAdmin,340
"2017-03-29 22:00",LIGO,144
"2017-03-29 22:00",Others,7
"2017-03-29 23:00",CMSProd,"2,870"
"2017-03-29 23:00",CMSPool,"4,069"
"2017-03-29 23:00",PhEDEx,"1,387"
"2017-03-29 23:00",LCGAdmin,380
"2017-03-29 23:00",LIGO,153
"2017-03-29 23:00",Others,7
"2017-03-30 00:00",CMSProd,"2,945"
"2017-03-30 00:00",CMSPool,"3,362"
"2017-03-30 00:00",PhEDEx,"1,257"
"2017-03-30 00:00",LCGAdmin,332
"2017-03-30 00:00",LIGO,53
"2017-03-30 00:00",Others,7
"2017-03-30 01:00",CMSProd,"3,444"
"2017-03-30 01:00",CMSPool,"3,578"
"2017-03-30 01:00",PhEDEx,"1,223"
"2017-03-30 01:00",LCGAdmin,320
"2017-03-30 01:00",LIGO,74
"2017-03-30 01:00",Others,6
"2017-03-30 02:00",CMSProd,"4,072"
"2017-03-30 02:00",CMSPool,"4,459"
"2017-03-30 02:00",PhEDEx,"1,248"
"2017-03-30 02:00",LCGAdmin,376
"2017-03-30 02:00",LIGO,22
"2017-03-30 02:00",Others,6
"2017-03-30 03:00",CMSProd,"5,173"
"2017-03-30 03:00",CMSPool,"3,432"
"2017-03-30 03:00",PhEDEx,"1,451"
"2017-03-30 03:00",LCGAdmin,330
"2017-03-30 03:00",LIGO,0
"2017-03-30 03:00",Others,7
"2017-03-30 04:00",CMSProd,"5,485"
"2017-03-30 04:00",CMSPool,"4,870"
"2017-03-30 04:00",PhEDEx,814
"2017-03-30 04:00",LCGAdmin,172
"2017-03-30 04:00",LIGO,8
"2017-03-30 04:00",Others,8
"2017-03-30 05:00",CMSProd,"5,805"
"2017-03-30 05:00",CMSPool,"3,091"
"2017-03-30 05:00",PhEDEx,356
"2017-03-30 05:00",LCGAdmin,159
"2017-03-30 05:00",LIGO,1
"2017-03-30 05:00",Others,6
"2017-03-30 06:00",CMSProd,"5,945"
"2017-03-30 06:00",CMSPool,"4,168"
"2017-03-30 06:00",PhEDEx,84
"2017-03-30 06:00",LCGAdmin,309
"2017-03-30 06:00",LIGO,0
"2017-03-30 06:00",Others,1
"2017-03-30 07:00",CMSProd,"5,459"
"2017-03-30 07:00",CMSPool,"4,038"
"2017-03-30 07:00",PhEDEx,133
"2017-03-30 07:00",LCGAdmin,338
"2017-03-30 07:00",LIGO,0
"2017-03-30 07:00",Others,0
"2017-03-30 08:00",CMSProd,"4,514"
"2017-03-30 08:00",CMSPool,"2,449"
"2017-03-30 08:00",PhEDEx,216
"2017-03-30 08:00",LCGAdmin,322
"2017-03-30 08:00",LIGO,0
"2017-03-30 08:00",Others,0
"2017-03-30 09:00",CMSProd,"4,205"
"2017-03-30 09:00",CMSPool,"2,414"
"2017-03-30 09:00",PhEDEx,293
"2017-03-30 09:00",LCGAdmin,336
"2017-03-30 09:00",LIGO,8
"2017-03-30 09:00",Others,0
"2017-03-30 10:00",CMSProd,"4,802"
"2017-03-30 10:00",CMSPool,"3,434"
"2017-03-30 10:00",PhEDEx,384
"2017-03-30 10:00",LCGAdmin,360
"2017-03-30 10:00",LIGO,314
"2017-03-30 10:00",Others,184
"2017-03-30 11:00",CMSProd,"4,649"
"2017-03-30 11:00",CMSPool,"2,849"
"2017-03-30 11:00",PhEDEx,359
"2017-03-30 11:00",LCGAdmin,368
"2017-03-30 11:00",LIGO,8
"2017-03-30 11:00",Others,108
"2017-03-30 12:00",CMSProd,"5,532"
"2017-03-30 12:00",CMSPool,"3,237"
"2017-03-30 12:00",PhEDEx,395
"2017-03-30 12:00",LCGAdmin,335
"2017-03-30 12:00",LIGO,0
"2017-03-30 12:00",Others,73
"2017-03-30 13:00",CMSProd,"4,756"
"2017-03-30 13:00",CMSPool,"3,220"
"2017-03-30 13:00",PhEDEx,258
"2017-03-30 13:00",LCGAdmin,365
"2017-03-30 13:00",LIGO,0
"2017-03-30 13:00",Others,38
"2017-03-30 14:00",CMSProd,"5,419"
"2017-03-30 14:00",CMSPool,"4,625"
"2017-03-30 14:00",PhEDEx,210
"2017-03-30 14:00",LCGAdmin,361
"2017-03-30 14:00",LIGO,7
"2017-03-30 14:00",Others,156
"2017-03-30 15:00",CMSProd,"5,598"
"2017-03-30 15:00",CMSPool,"6,842"
"2017-03-30 15:00",PhEDEx,389
"2017-03-30 15:00",LCGAdmin,380
"2017-03-30 15:00",LIGO,15
"2017-03-30 15:00",Others,0
"2017-03-30 16:00",CMSProd,"4,718"
"2017-03-30 16:00",CMSPool,"9,026"
"2017-03-30 16:00",PhEDEx,434
"2017-03-30 16:00",LCGAdmin,395
"2017-03-30 16:00",LIGO,0
"2017-03-30 16:00",Others,0
"2017-03-30 17:00",CMSProd,"5,231"
"2017-03-30 17:00",CMSPool,"7,550"
"2017-03-30 17:00",PhEDEx,162
"2017-03-30 17:00",LCGAdmin,347
"2017-03-30 17:00",LIGO,8
"2017-03-30 17:00",Others,0
"2017-03-30 18:00",CMSProd,"4,987"
"2017-03-30 18:00",CMSPool,"8,141"
"2017-03-30 18:00",PhEDEx,228
"2017-03-30 18:00",LCGAdmin,354
"2017-03-30 18:00",LIGO,11
"2017-03-30 18:00",Others,0
"2017-03-30 19:00",CMSProd,"4,437"
"2017-03-30 19:00",CMSPool,"8,104"
"2017-03-30 19:00",PhEDEx,234
"2017-03-30 19:00",LCGAdmin,345
"2017-03-30 19:00",LIGO,19
"2017-03-30 19:00",Others,0
"2017-03-30 20:00",CMSProd,"5,369"
"2017-03-30 20:00",CMSPool,"7,063"
"2017-03-30 20:00",PhEDEx,212
"2017-03-30 20:00",LCGAdmin,375
"2017-03-30 20:00",LIGO,13
"2017-03-30 20:00",Others,0
"2017-03-30 21:00",CMSProd,"5,306"
"2017-03-30 21:00",CMSPool,"6,802"
"2017-03-30 21:00",PhEDEx,307
"2017-03-30 21:00",LCGAdmin,369
"2017-03-30 21:00",LIGO,0
"2017-03-30 21:00",Others,0
"2017-03-30 22:00",CMSProd,"5,488"
"2017-03-30 22:00",CMSPool,"7,588"
"2017-03-30 22:00",PhEDEx,258
"2017-03-30 22:00",LCGAdmin,316
"2017-03-30 22:00",LIGO,16
"2017-03-30 22:00",Others,0
"2017-03-30 23:00",CMSProd,"5,802"
"2017-03-30 23:00",CMSPool,"5,342"
"2017-03-30 23:00",PhEDEx,215
"2017-03-30 23:00",LCGAdmin,360
"2017-03-30 23:00",LIGO,0
"2017-03-30 23:00",Others,0
"2017-03-31 00:00",CMSProd,"5,562"
"2017-03-31 00:00",CMSPool,"6,318"
"2017-03-31 00:00",PhEDEx,228
"2017-03-31 00:00",LCGAdmin,347
"2017-03-31 00:00",LIGO,0
"2017-03-31 00:00",Others,0
"2017-03-31 01:00",CMSProd,"5,242"
"2017-03-31 01:00",CMSPool,"5,653"
"2017-03-31 01:00",PhEDEx,259
"2017-03-31 01:00",LCGAdmin,337
"2017-03-31 01:00",LIGO,8
"2017-03-31 01:00",Others,0
"2017-03-31 02:00",CMSProd,"4,806"
"2017-03-31 02:00",CMSPool,"4,549"
"2017-03-31 02:00",PhEDEx,251
"2017-03-31 02:00",LCGAdmin,351
"2017-03-31 02:00",LIGO,4
"2017-03-31 02:00",Others,0
"2017-03-31 03:00",CMSProd,"5,850"
"2017-03-31 03:00",CMSPool,"9,392"
"2017-03-31 03:00",PhEDEx,396
"2017-03-31 03:00",LCGAdmin,331
"2017-03-31 03:00",LIGO,12
"2017-03-31 03:00",Others,0
"2017-03-31 04:00",CMSProd,"5,428"
"2017-03-31 04:00",CMSPool,"17,723"
"2017-03-31 04:00",PhEDEx,239
"2017-03-31 04:00",LCGAdmin,309
"2017-03-31 04:00",LIGO,26
"2017-03-31 04:00",Others,0
"2017-03-31 05:00",CMSProd,"2,739"
"2017-03-31 05:00",CMSPool,"8,331"
"2017-03-31 05:00",PhEDEx,175
"2017-03-31 05:00",LCGAdmin,332
"2017-03-31 05:00",LIGO,150
"2017-03-31 05:00",Others,0
"2017-03-31 06:00",CMSProd,"1,178"
"2017-03-31 06:00",CMSPool,"14,563"
"2017-03-31 06:00",PhEDEx,213
"2017-03-31 06:00",LCGAdmin,369
"2017-03-31 06:00",LIGO,210
"2017-03-31 06:00",Others,0
"2017-03-31 07:00",CMSProd,"2,882"
"2017-03-31 07:00",CMSPool,"8,118"
"2017-03-31 07:00",PhEDEx,84
"2017-03-31 07:00",LCGAdmin,345
"2017-03-31 07:00",LIGO,214
"2017-03-31 07:00",Others,0
"2017-03-31 08:00",CMSProd,"5,851"
"2017-03-31 08:00",CMSPool,"6,452"
"2017-03-31 08:00",PhEDEx,197
"2017-03-31 08:00",LCGAdmin,321
"2017-03-31 08:00",LIGO,275
"2017-03-31 08:00",Others,0
"2017-03-31 09:00",CMSProd,"16,995"
"2017-03-31 09:00",CMSPool,"8,620"
"2017-03-31 09:00",PhEDEx,248
"2017-03-31 09:00",LCGAdmin,331
"2017-03-31 09:00",LIGO,257
"2017-03-31 09:00",Others,0
"2017-03-31 10:00",CMSProd,"7,214"
"2017-03-31 10:00",CMSPool,"21,190"
"2017-03-31 10:00",PhEDEx,372
"2017-03-31 10:00",LCGAdmin,350
"2017-03-31 10:00",LIGO,286
"2017-03-31 10:00",Others,0
"2017-03-31 11:00",CMSProd,511
"2017-03-31 11:00",CMSPool,"17,995"
"2017-03-31 11:00",PhEDEx,"1,117"
"2017-03-31 11:00",LCGAdmin,356
"2017-03-31 11:00",LIGO,119
"2017-03-31 11:00",Others,0
"2017-03-31 12:00",CMSProd,"8,397"
"2017-03-31 12:00",CMSPool,"16,046"
"2017-03-31 12:00",PhEDEx,307
"2017-03-31 12:00",LCGAdmin,367
"2017-03-31 12:00",LIGO,47
"2017-03-31 12:00",Others,0
"2017-03-31 13:00",CMSProd,"16,645"
"2017-03-31 13:00",CMSPool,"13,910"
"2017-03-31 13:00",PhEDEx,386
"2017-03-31 13:00",LCGAdmin,342
"2017-03-31 13:00",LIGO,114
"2017-03-31 13:00",Others,0
"2017-03-31 14:00",CMSProd,"2,649"
"2017-03-31 14:00",CMSPool,"8,181"
"2017-03-31 14:00",PhEDEx,295
"2017-03-31 14:00",LCGAdmin,350
"2017-03-31 14:00",LIGO,53
"2017-03-31 14:00",Others,0
"2017-03-31 15:00",CMSProd,"1,650"
"2017-03-31 15:00",CMSPool,"8,673"
"2017-03-31 15:00",PhEDEx,269
"2017-03-31 15:00",LCGAdmin,342
"2017-03-31 15:00",LIGO,50
"2017-03-31 15:00",Others,0
"2017-03-31 16:00",CMSProd,"1,636"
"2017-03-31 16:00",CMSPool,"10,782"
"2017-03-31 16:00",PhEDEx,280
"2017-03-31 16:00",LCGAdmin,295
"2017-03-31 16:00",LIGO,280
"2017-03-31 16:00",Others,0
"2017-03-31 17:00",CMSProd,"4,493"
"2017-03-31 17:00",CMSPool,"4,849"
"2017-03-31 17:00",PhEDEx,153
"2017-03-31 17:00",LCGAdmin,330
"2017-03-31 17:00",LIGO,258
"2017-03-31 17:00",Others,0
"2017-03-31 18:00",CMSProd,"1,006"
"2017-03-31 18:00",CMSPool,"3,767"
"2017-03-31 18:00",PhEDEx,741
"2017-03-31 18:00",LCGAdmin,335
"2017-03-31 18:00",LIGO,226
"2017-03-31 18:00",Others,0
"2017-03-31 19:00",CMSProd,817
"2017-03-31 19:00",CMSPool,"1,680"
"2017-03-31 19:00",PhEDEx,"1,292"
"2017-03-31 19:00",LCGAdmin,293
"2017-03-31 19:00",LIGO,256
"2017-03-31 19:00",Others,0
"2017-03-31 20:00",CMSProd,641
"2017-03-31 20:00",CMSPool,"1,182"
"2017-03-31 20:00",PhEDEx,"1,381"
"2017-03-31 20:00",LCGAdmin,310
"2017-03-31 20:00",LIGO,249
"2017-03-31 20:00",Others,0
"2017-03-31 21:00",CMSProd,646
"2017-03-31 21:00",CMSPool,"2,021"
"2017-03-31 21:00",PhEDEx,"1,399"
"2017-03-31 21:00",LCGAdmin,304
"2017-03-31 21:00",LIGO,253
"2017-03-31 21:00",Others,0
"2017-03-31 22:00",CMSProd,291
"2017-03-31 22:00",CMSPool,"1,315"
"2017-03-31 22:00",PhEDEx,"1,179"
"2017-03-31 22:00",LCGAdmin,276
"2017-03-31 22:00",LIGO,243
"2017-03-31 22:00",Others,0
"2017-03-31 23:00",CMSProd,290
"2017-03-31 23:00",CMSPool,"3,441"
"2017-03-31 23:00",PhEDEx,"1,293"
"2017-03-31 23:00",LCGAdmin,290
"2017-03-31 23:00",LIGO,262
"2017-03-31 23:00",Others,0
"2017-04-01 00:00",CMSProd,197
"2017-04-01 00:00",CMSPool,"3,389"
"2017-04-01 00:00",PhEDEx,"1,502"
"2017-04-01 00:00",LCGAdmin,296
"2017-04-01 00:00",LIGO,226
"2017-04-01 00:00",Others,0
"2017-04-01 01:00",CMSProd,206
"2017-04-01 01:00",CMSPool,342
"2017-04-01 01:00",PhEDEx,"1,182"
"2017-04-01 01:00",LCGAdmin,313
"2017-04-01 01:00",LIGO,258
"2017-04-01 01:00",Others,0
"2017-04-01 02:00",CMSProd,235
"2017-04-01 02:00",CMSPool,701
"2017-04-01 02:00",PhEDEx,"1,167"
"2017-04-01 02:00",LCGAdmin,286
"2017-04-01 02:00",LIGO,229
"2017-04-01 02:00",Others,0
"2017-04-01 03:00",CMSProd,171
"2017-04-01 03:00",CMSPool,"2,511"
"2017-04-01 03:00",PhEDEx,"1,041"
"2017-04-01 03:00",LCGAdmin,274
"2017-04-01 03:00",LIGO,232
"2017-04-01 03:00",Others,0
"2017-04-01 04:00",CMSProd,233
"2017-04-01 04:00",CMSPool,525
"2017-04-01 04:00",PhEDEx,"1,055"
"2017-04-01 04:00",LCGAdmin,291
"2017-04-01 04:00",LIGO,245
"2017-04-01 04:00",Others,0
"2017-04-01 05:00",CMSProd,197
"2017-04-01 05:00",CMSPool,310
"2017-04-01 05:00",PhEDEx,900
"2017-04-01 05:00",LCGAdmin,316
"2017-04-01 05:00",LIGO,231
"2017-04-01 05:00",Others,0
"2017-04-01 06:00",CMSProd,181
"2017-04-01 06:00",CMSPool,504
"2017-04-01 06:00",PhEDEx,669
"2017-04-01 06:00",LCGAdmin,331
"2017-04-01 06:00",LIGO,239
"2017-04-01 06:00",Others,0
"2017-04-01 07:00",CMSProd,145
"2017-04-01 07:00",CMSPool,"2,053"
"2017-04-01 07:00",PhEDEx,"1,240"
"2017-04-01 07:00",LCGAdmin,312
"2017-04-01 07:00",LIGO,225
"2017-04-01 07:00",Others,0
"2017-04-01 08:00",CMSProd,130
"2017-04-01 08:00",CMSPool,"2,326"
"2017-04-01 08:00",PhEDEx,"1,166"
"2017-04-01 08:00",LCGAdmin,360
"2017-04-01 08:00",LIGO,273
"2017-04-01 08:00",Others,0
"2017-04-01 09:00",CMSProd,424
"2017-04-01 09:00",CMSPool,"1,003"
"2017-04-01 09:00",PhEDEx,"1,367"
"2017-04-01 09:00",LCGAdmin,349
"2017-04-01 09:00",LIGO,157
"2017-04-01 09:00",Others,0
"2017-04-01 10:00",CMSProd,95
"2017-04-01 10:00",CMSPool,"1,269"
"2017-04-01 10:00",PhEDEx,"1,351"
"2017-04-01 10:00",LCGAdmin,327
"2017-04-01 10:00",LIGO,83
"2017-04-01 10:00",Others,0
"2017-04-01 11:00",CMSProd,100
"2017-04-01 11:00",CMSPool,"3,087"
"2017-04-01 11:00",PhEDEx,"1,461"
"2017-04-01 11:00",LCGAdmin,344
"2017-04-01 11:00",LIGO,8
"2017-04-01 11:00",Others,0
"2017-04-01 12:00",CMSProd,98
"2017-04-01 12:00",CMSPool,"5,694"
"2017-04-01 12:00",PhEDEx,"1,080"
"2017-04-01 12:00",LCGAdmin,354
"2017-04-01 12:00",LIGO,4
"2017-04-01 12:00",Others,0
"2017-04-01 13:00",CMSProd,93
